DateTime,PTemp_C_Max,AirTC_Avg,RH,WS_ms_Avg,TPM1,TPM2.5,TPM10,GeffRef,TempRef,FT_Voltage1,FT_Voltage2,DN_Voltage1,DN_Voltage2,Cycle,Rainfall,Daylight
2022-03-05 04:00:00,18.71333333333333,18.482666666666667,49.03066666666667,2.0164,55.416666666666664,80.0,86.41666666666667,0.03267940510833333,17.124416666666665,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-05 05:00:00,17.95716666666667,18.156833333333335,49.97566666666667,1.50385,43.68333333333333,62.608333333333334,67.66666666666667,0.021405235391666663,16.44025,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-05 06:00:00,17.321666666666665,17.80183333333333,52.59866666666667,1.03125,53.55833333333333,76.61666666666666,82.46666666666667,0.21938449634166665,15.39575,0.3,0.27,0.16,0.14,5.0,0.0,0.0
2022-03-05 07:00:00,16.9315,17.2415,54.17716666666667,1.0663833333333332,61.74166666666667,88.35,95.45833333333333,27.217997491666665,16.379666666666665,87.605,75.58,97.095,91.95,5.0,0.0,1.0
2022-03-05 08:00:00,19.096333333333334,20.365333333333336,46.10466666666667,1.4295166666666668,50.016666666666666,71.41666666666667,77.11666666666666,121.39314466666666,25.3385,396.575,340.265,448.075,399.06,5.0,0.0,1.0
2022-03-05 09:00:00,23.184833333333334,24.211666666666666,40.22233333333334,2.1332333333333335,28.783333333333335,41.291666666666664,44.18333333333333,221.01888083333333,35.57941666666667,739.68,656.87,802.785,738.375,5.0,0.0,1.0
2022-03-05 10:00:00,26.938666666666666,26.71516666666667,34.66716666666667,3.2725999999999997,21.041666666666668,30.133333333333333,32.43333333333333,301.45344083333333,42.266333333333336,979.005,920.695,1027.625,993.625,5.0,0.0,1.0
2022-03-05 11:00:00,29.397499999999997,28.663833333333333,31.18066666666667,2.7525166666666667,19.95,28.516666666666666,30.3,349.9991508333333,49.35916666666667,1047.525,1035.125,1088.95,1075.8700000000001,5.0,0.0,1.0
2022-03-05 12:00:00,31.125833333333333,30.104166666666668,27.238,2.2743166666666665,16.85,23.508333333333333,25.191666666666666,374.44371916666665,51.51133333333334,1049.59,1057.48,1097.0725,1087.5075,5.0,0.0,1.0
2022-03-05 13:00:00,32.33566666666667,31.118666666666666,23.553,2.1129166666666666,13.85,19.066666666666666,20.283333333333335,373.5245641666667,52.60875,1037.015,1052.75,1090.685,1080.925,5.0,0.0,1.0
2022-03-05 14:00:00,33.345,31.714333333333332,22.023500000000002,2.3097,13.291666666666666,18.433333333333334,19.766666666666666,343.2259491666667,50.1115,1004.06,1013.31,1050.67,1039.96,5.0,0.0,1.0
2022-03-05 15:00:00,34.20783333333334,32.272333333333336,21.660500000000003,2.1654666666666667,13.116666666666667,18.466666666666665,19.75,281.7361783333333,48.87233333333334,914.23,878.78,932.265,908.085,5.0,0.0,1.0
2022-03-05 16:00:00,34.5775,32.388,20.553333333333335,1.9957333333333334,12.1,16.566666666666666,17.883333333333333,203.9263525,44.76716666666667,682.65,621.85,669.94,633.665,5.0,0.0,1.0
2022-03-05 17:00:00,34.17283333333333,32.05166666666666,20.672833333333337,1.3154166666666667,11.45,15.883333333333333,17.25,95.12177516666667,37.88483333333333,321.38,287.72,298.01,284.585,5.0,0.0,1.0
2022-03-05 18:00:00,32.21816666666667,31.101666666666667,22.46033333333333,0.6178833333333333,13.983333333333333,19.95,21.666666666666668,10.539134906666668,29.336666666666666,48.355,40.195,41.2,41.1,5.0,0.0,1.0
2022-03-05 19:00:00,30.088666666666665,29.834999999999997,24.648333333333333,0.32691666666666663,23.708333333333332,34.208333333333336,36.94166666666667,0.028222810058333325,26.093500000000002,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-05 20:00:00,28.22283333333333,27.420666666666666,29.828333333333333,0.4791166666666667,36.06666666666667,50.458333333333336,54.03333333333333,0.012021747174999996,23.899,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-05 21:00:00,26.538999999999998,26.5125,32.2375,0.21453333333333333,44.80833333333333,61.75,66.10833333333333,0.012247993199999993,22.5845,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-05 22:00:00,25.120166666666666,25.078666666666667,35.75816666666666,0.24403333333333332,56.31666666666667,77.93333333333334,83.46666666666667,0.009764716624999996,21.66525,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-05 23:00:00,23.937,23.692833333333333,39.41883333333333,0.47459999999999997,57.791666666666664,80.225,85.95833333333333,0.010122375891666662,21.043416666666666,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 00:00:00,22.466666666666665,21.621666666666666,45.608,0.8746166666666667,59.21666666666667,82.63333333333334,88.34166666666667,0.011109299391666664,19.53975,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 01:00:00,21.478,21.946166666666667,42.62966666666667,0.85945,65.05,88.61666666666666,93.98333333333333,0.009271831724999995,19.570249999999998,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 02:00:00,20.923000000000002,20.73966666666667,45.80733333333333,1.2464333333333333,55.725,77.08333333333333,82.2,0.008055719791666664,18.959416666666666,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 03:00:00,20.066,20.325833333333332,46.28033333333334,0.8672666666666667,57.69166666666667,81.20833333333333,87.025,0.008641541116666667,18.077583333333333,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 04:00:00,19.494500000000002,20.226,46.280166666666666,0.8176,63.016666666666666,89.96666666666667,96.8,0.011332777633333325,17.71833333333333,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 05:00:00,19.174333333333333,19.673833333333334,47.01766666666666,1.27785,68.50833333333334,98.35,106.525,0.010064394491666661,17.818166666666666,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 06:00:00,18.595166666666668,18.3165,50.739000000000004,2.0758,73.375,107.74166666666666,117.675,0.21662606235,17.137333333333334,0.37,0.34,0.28,0.25,5.0,0.0,0.0
2022-03-06 07:00:00,18.084,18.749000000000002,49.92333333333333,1.2350333333333334,85.66666666666667,127.8,140.21666666666667,24.457193741666668,18.19025,80.235,69.36,88.6,82.25,5.0,0.0,1.0
2022-03-06 08:00:00,20.282666666666668,21.637666666666668,43.452,1.6616666666666666,78.11666666666666,118.21666666666667,130.53333333333333,109.92433908333332,25.717166666666667,360.3,309.84,402.545,359.7,5.0,0.0,1.0
2022-03-06 09:00:00,24.706666666666667,26.32283333333333,32.7095,1.642,31.158333333333335,45.458333333333336,49.358333333333334,208.00987916666665,37.34466666666666,704.79,624.88,756.475,695.265,5.0,0.0,1.0
2022-03-06 10:00:00,28.299833333333332,28.179166666666667,31.130999999999997,2.0235833333333333,24.025,34.041666666666664,36.46666666666667,273.61542000000003,43.37616666666667,908.38,843.13,954.02,911.48,5.0,0.0,1.0
2022-03-06 11:00:00,30.942166666666665,30.024,29.877,1.8906166666666666,25.433333333333334,35.166666666666664,37.56666666666667,325.8923675,55.21633333333333,1026.21,999.045,1057.295,1038.91,5.0,0.0,1.0
2022-03-06 12:00:00,33.204166666666666,31.635833333333334,28.657500000000002,1.5937833333333333,28.491666666666667,39.46666666666667,42.06666666666667,341.9516216666667,60.47825,1034.72,1021.0649999999999,1063.86,1052.52,5.0,0.0,1.0
2022-03-06 13:00:00,34.9425,32.99816666666667,25.048000000000002,1.2393333333333334,24.083333333333332,33.291666666666664,34.975,334.13987416666663,62.22616666666667,1017.155,1003.06,1046.725,1036.165,5.0,0.0,1.0
2022-03-06 14:00:00,36.376333333333335,33.8185,21.50583333333333,1.27125,22.4,30.883333333333333,32.56666666666667,309.22616583333337,61.55175,993.575,966.345,1010.04,994.235,5.0,0.0,1.0
2022-03-06 15:00:00,37.717166666666664,35.75033333333333,18.526166666666665,0.619,23.841666666666665,32.99166666666667,35.00833333333333,251.45165916666667,57.85975,869.585,812.665,870.025,840.615,5.0,0.0,1.0
2022-03-06 16:00:00,38.26016666666667,35.58633333333333,17.795666666666666,0.7376833333333334,23.208333333333332,32.108333333333334,34.175,145.12193683333334,48.385666666666665,498.53,450.425,482.53,456.88,5.0,0.0,1.0
2022-03-06 17:00:00,37.024499999999996,34.58433333333333,17.8745,0.7539666666666667,22.808333333333334,32.025,34.09166666666667,66.942245,39.218333333333334,228.165,203.645,216.125,204.795,5.0,0.0,1.0
2022-03-06 18:00:00,34.881499999999996,32.934,21.116333333333333,0.3028166666666667,26.933333333333334,38.266666666666666,41.13333333333333,12.190717795000001,31.547250000000002,46.339999999999996,40.480000000000004,41.265,39.6,5.0,0.0,1.0
2022-03-06 19:00:00,32.20466666666667,30.683833333333332,25.386666666666667,0.45693333333333336,42.925,63.25,69.33333333333333,0.022861307141666662,27.39375,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 20:00:00,30.3445,29.964333333333332,27.306833333333334,0.3466666666666667,43.81666666666667,62.06666666666667,66.86666666666666,0.009532987608333326,26.436500000000002,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 21:00:00,28.621333333333332,26.881166666666665,34.4035,0.7751833333333333,61.05,87.08333333333333,94.33333333333333,0.00930487584166666,25.00625,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 22:00:00,27.0975,26.5595,34.9165,0.7634666666666666,62.93333333333333,88.95833333333333,95.775,0.00828848093333333,24.623083333333334,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-06 23:00:00,26.222166666666666,26.149166666666666,35.24966666666667,0.7869666666666666,52.18333333333333,74.09166666666667,79.74166666666666,0.008830804808333325,24.16875,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-07 00:00:00,25.610833333333336,25.40666666666667,37.005,0.3062666666666667,48.6,68.43333333333334,73.56666666666666,0.007579959924999999,23.049083333333332,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-07 01:00:00,24.547666666666665,23.817166666666665,44.12466666666667,0.27195,55.8,78.675,84.61666666666666,0.008772900475000001,21.5005,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-07 02:00:00,23.488833333333332,22.813666666666666,47.62433333333333,0.2353333333333333,62.583333333333336,88.90833333333333,95.80833333333334,0.006034348874999997,20.795916666666667,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-07 03:00:00,22.3925,22.144166666666667,49.77066666666667,0.04926666666666667,70.18333333333334,99.85833333333333,107.88333333333334,0.006948186716666663,19.53933333333333,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-07 04:00:00,21.6215,21.692333333333334,50.511833333333335,0.30851666666666666,93.9,138.91666666666666,152.26666666666668,0.0068046888749999975,19.33475,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-07 05:00:00,21.147166666666667,21.210166666666666,51.66916666666667,0.5251,103.59166666666667,156.26666666666668,172.60833333333332,0.006795616499999996,19.339,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-07 06:00:00,20.6335,20.564500000000002,53.94783333333333,0.7986666666666667,108.01666666666667,163.025,179.65,0.1904122104,18.801083333333334,0.32,0.29000000000000004,0.28,0.26,5.0,0.0,0.0
2022-03-07 07:00:00,20.27316666666667,20.832,51.86300000000001,0.36738333333333334,119.05,177.05,194.31666666666666,19.851276849999998,19.902833333333334,65.355,56.55,73.2,65.22,5.0,0.0,1.0
2022-03-07 08:00:00,22.076666666666664,23.0475,48.443,0.5395166666666668,125.23333333333333,189.55,209.41666666666666,93.66528116666667,29.1685,313.015,268.065,343.91,306.54,5.0,0.0,1.0
2022-03-07 09:00:00,25.551333333333332,26.052500000000002,37.74616666666667,0.5287166666666666,67.775,100.55,110.26666666666667,183.64211416666666,39.70733333333333,633.65,557.245,678.6,619.1899999999999,5.0,0.0,1.0
2022-03-07 10:00:00,29.291333333333334,28.84016666666667,31.9325,1.3249,40.583333333333336,58.78333333333333,63.733333333333334,257.69436666666667,45.984500000000004,872.98,804.96,923.55,871.655,5.0,0.0,1.0
2022-03-07 11:00:00,31.91283333333333,31.375,26.5595,1.2309666666666668,29.65,42.3,45.44166666666667,306.8161625,53.27833333333333,956.475,952.66,1022.12,996.69,5.0,0.0,1.0
2022-03-07 12:00:00,34.22983333333333,33.4075,22.62066666666667,1.0500333333333334,24.875,34.475,36.733333333333334,327.9030402777778,59.65029166666667,983.785,992.555,1043.775,1028.005,5.0,0.0,1.0
2022-03-07 13:00:00,36.10316666666667,34.94433333333333,22.147166666666667,0.7002166666666666,27.658333333333335,38.34166666666667,40.516666666666666,317.55500166666667,64.40558333333334,991.48,981.1800000000001,1027.065,1014.805,5.0,0.0,1.0
2022-03-07 14:00:00,37.78333333333333,34.839333333333336,22.43883333333333,1.1343,29.7,41.05,43.38333333333333,282.72664083333336,61.90991666666667,959.035,924.92,977.31,956.3,5.0,0.0,1.0
2022-03-07 15:00:00,38.6145,35.405,21.547166666666666,0.8284166666666667,30.141666666666666,41.93333333333333,44.25,217.99394500000002,56.686416666666666,802.205,736.09,800.0,764.21,5.0,0.0,1.0
2022-03-07 16:00:00,38.69283333333333,35.35850000000001,23.203833333333332,0.6738,31.525,43.93333333333333,46.541666666666664,141.69765658333333,47.25683333333333,523.13,468.925,511.045,481.81,5.0,0.0,1.0
2022-03-07 17:00:00,37.51316666666666,34.938,23.358833333333333,0.23285,30.55,42.65,45.3,55.980013666666665,39.006750000000004,222.82,197.655,209.175,197.17000000000002,5.0,0.0,1.0
2022-03-07 18:00:00,35.291000000000004,33.21816666666667,25.740666666666666,0.16286666666666663,34.71666666666667,48.766666666666666,51.95,5.7502378285,31.234416666666668,29.7,26.45,26.9,25.42,5.0,0.0,1.0
2022-03-07 19:00:00,32.756,31.0705,29.92716666666667,0.05408333333333331,53.375,78.14166666666667,85.13333333333334,0.010599895474999992,28.142166666666665,0.0,0.0,0.0,0.0,5.0,0.0,0.0
2022-03-07 20:00:00,30.849333333333334,29.746333333333332,32.7415,0.0768,54.766666666666666,77.925,84.4,0.009957549541666662,26.887416666666663,0.0,0.0,0.0,0.0,5.0,0.0,0.0
